"","OUT","EXPO","Estimate","Std. Error","t value","Pr(>|t|)","AIC","BIC","Lower","Upper"
"327","Exe-Col-t","sex",-4.42780026639286,10.0286977605961,-0.441512983249948,0.65919504019709,3224.688187899,3253.6803279485,-24.0836866889987,15.228086156213
"427","Exe-Col-t","age",1.54654867667088,0.36938834313993,4.18678257013926,3.83296641806731e-05,3224.688187899,3253.6803279485,0.822560827807692,2.27053652553406
"527","Exe-Col-t","edu_co",-11.5932855698469,1.35938960805774,-8.52830233593665,1.07639495267947e-15,3224.688187899,3253.6803279485,-14.257640242598,-8.92893089709566
"627","Exe-Col-t","p1ex",-36.8397147760717,9.7201237930811,-3.79004584306783,0.000185791146465153,3224.688187899,3253.6803279485,-55.8908073357815,-17.7886222163619
"727","Exe-Col-t","dri_gr_2",-16.6976167861421,10.1527497863908,-1.64463984018638,0.101207840910061,3224.688187899,3253.6803279485,-36.5966407115149,3.20140713923062
"228","Exe-Col-t","score_chp_year",6.03604685105676,5.78784613723112,1.04288308775678,0.297935303640281,3225.17978481729,3254.17192486679,-5.3079231259755,17.380016828089
"328","Exe-Col-t","sex",-4.09897179331132,10.0540816132719,-0.407692313527717,0.68382265577451,3225.17978481729,3254.17192486679,-23.8046096529507,15.606666066328
"428","Exe-Col-t","age",1.54430246357172,0.369716861982918,4.17698683064952,3.99123175303813e-05,3225.17978481729,3254.17192486679,0.81967072960803,2.2689341975354
"528","Exe-Col-t","edu_co",-11.7011074738264,1.35640032852195,-8.62658849882247,5.50125533360592e-16,3225.17978481729,3254.17192486679,-14.3596032663478,-9.04261168130513
"628","Exe-Col-t","p1ex",-36.4873490616076,9.71710435307464,-3.75496112173196,0.000212341633290476,3225.17978481729,3254.17192486679,-55.5325236276513,-17.4421744955639
"728","Exe-Col-t","dri_gr_2",-15.9713301544841,10.138896512177,-1.5752532965794,0.116368953836183,3225.17978481729,3254.17192486679,-35.8432021613297,3.90054185236152
"229","Exe-Col-t","score_cyp_year",-0.207582743814344,0.106751463415235,-1.94454237134813,0.0528684278549165,3222.44098141386,3251.43312146335,-0.41681176740515,0.00164627977646101
"329","Exe-Col-t","sex",-8.88014561014416,10.2069779812045,-0.870007325037475,0.385069197732741,3222.44098141386,3251.43312146335,-28.8854548442984,11.1251636240101
"429","Exe-Col-t","age",1.50032974164914,0.368116516908468,4.07569253955045,6.03817153589194e-05,3222.44098141386,3251.43312146335,0.778834626394212,2.22182485690406
"529","Exe-Col-t","edu_co",-12.2142215767138,1.37199315716296,-8.90253826190407,8.17438206264571e-17,3222.44098141386,3251.43312146335,-14.9032787517886,-9.52516440163901
"629","Exe-Col-t","p1ex",-35.0267449445498,9.67300636694177,-3.62108155580838,0.000350308729768567,3222.44098141386,3251.43312146335,-53.9854890459823,-16.0680008431173
"729","Exe-Col-t","dri_gr_2",-15.5178504915162,10.089223207458,-1.53806196695552,0.125204526895562,3222.44098141386,3251.43312146335,-35.2923646101196,4.25666362708723
"230","Exe-Col-t","score_dmt_year",0.0985106262928603,0.229920242553137,0.428455647049404,0.66866101987796,3226.1050762417,3255.0972162912,-0.352124768428002,0.549146021013723
"330","Exe-Col-t","sex",-4.0990464536014,10.1684839486833,-0.403112841037842,0.687184235168104,3226.1050762417,3255.0972162912,-24.0289087703942,15.8308158631914
"430","Exe-Col-t","age",1.53641761105024,0.370262794367245,4.14953280325093,4.46870779708244e-05,3226.1050762417,3255.0972162912,0.810715869275276,2.26211935282519
"530","Exe-Col-t","edu_co",-11.7409880325443,1.35850854850582,-8.64255734382968,4.93091678498502e-16,3226.1050762417,3255.0972162912,-14.4036158603055,-9.07836020478315
"630","Exe-Col-t","p1ex",-36.0987820108252,9.72474889862365,-3.71205286502917,0.000249688451311523,3226.1050762417,3255.0972162912,-55.1589396108231,-17.0386244108273
"730","Exe-Col-t","dri_gr_2",-15.7741159609988,10.155675782486,-1.55323154252345,0.12153917286571,3226.1050762417,3255.0972162912,-35.678874733337,4.13064281133944
"231","Exe-Col-t","score_lch_year",-0.0248714858256716,0.418658011373949,-0.0594076433508307,0.952671371344549,3226.28972507598,3255.28186512548,-0.845426109957771,0.795683138306428
"331","Exe-Col-t","sex",-4.82877020895526,10.1210772490079,-0.477100420257002,0.633676554769887,3226.28972507598,3255.28186512548,-24.6657171017585,15.008176683848
"431","Exe-Col-t","age",1.53232643457364,0.370446255367335,4.13643386151707,4.71527264408456e-05,3226.28972507598,3255.28186512548,0.80626511584594,2.25838775330135
"531","Exe-Col-t","edu_co",-11.7287585039721,1.35985827685161,-8.62498592950944,5.56198103937643e-16,3226.28972507598,3255.28186512548,-14.39403175068,-9.06348525726425
"631","Exe-Col-t","p1ex",-36.0569625006351,9.73827895479749,-3.70260111340022,0.000258709071417365,3226.28972507598,3255.28186512548,-55.1436385234426,-16.9702864778277
"731","Exe-Col-t","dri_gr_2",-15.8415965644633,10.1610032366017,-1.55905831300192,0.120153913845988,3226.28972507598,3255.28186512548,-35.7567969549976,4.07360382607099
"232","Exe-Col-t","score_pfn_year",0.264895673509954,0.144302920706674,1.83569169780291,0.0675029568056628,3222.85761325192,3251.84975330142,-0.0179328539390671,0.547724200958974
"332","Exe-Col-t","sex",-1.8084721762627,10.1206396529346,-0.178691489696337,0.85831395977459,3222.85761325192,3251.84975330142,-21.6445613965224,18.027617043997
"432","Exe-Col-t","age",1.59957177549136,0.369795989023135,4.32555198804843,2.14355427656958e-05,3222.85761325192,3251.84975330142,0.874784955378645,2.32435859560407
"532","Exe-Col-t","edu_co",-11.6313305077116,1.35151754239423,-8.60612618250341,6.32851419412016e-16,3222.85761325192,3251.84975330142,-14.2802562152784,-8.98240480014487
"632","Exe-Col-t","p1ex",-36.4447702444447,9.66919865340661,-3.76916139080508,0.000201190541315012,3222.85761325192,3251.84975330142,-55.3960513644848,-17.4934891244045
"732","Exe-Col-t","dri_gr_2",-16.8645379222222,10.1113439137195,-1.6678829309069,0.0964982769655977,3222.85761325192,3251.84975330142,-36.6824078284107,2.95333198396632
"233","Exe-Col-t","score_tfd_year",-0.0181294604613726,0.108643631364414,-0.166870899229818,0.867596533935017,3226.26477946532,3255.25691951482,-0.23106706508527,0.194808144162524
"333","Exe-Col-t","sex",-5.07845534244277,10.2335413799192,-0.496255905351395,0.620117618530965,3226.26477946532,3255.25691951482,-25.1358278813848,14.9789171964992
"433","Exe-Col-t","age",1.52642961341749,0.372336772065331,4.0995940447957,5.48017101077196e-05,3226.26477946532,3255.25691951482,0.796662950049538,2.25619627678543
"533","Exe-Col-t","edu_co",-11.7623152517043,1.37086824070758,-8.58019385264417,7.55600866649928e-16,3226.26477946532,3255.25691951482,-14.449167631041,-9.07546287236768
"633","Exe-Col-t","p1ex",-35.9931409094765,9.72850263692675,-3.69976164398171,0.000261478482884799,3226.26477946532,3255.25691951482,-55.0606557013559,-16.9256261175972
"733","Exe-Col-t","dri_gr_2",-15.7838752199129,10.161222125945,-1.55334417693826,0.121512276575552,3226.26477946532,3255.25691951482,-35.6995046256766,4.13175418585085
"234","Exe-Col-t","score_gly_year",-0.0599056628030481,0.122027781484091,-0.490918232508048,0.623883046234818,3226.04620722332,3255.03834727282,-0.299075719625189,0.179264394019093
"334","Exe-Col-t","sex",-5.95565405146355,10.3408231828503,-0.575936165443839,0.565138064161472,3226.04620722332,3255.03834727282,-26.2232950603469,14.3119869574198
"434","Exe-Col-t","age",1.51729474239384,0.371506131731341,4.0841714652804,5.83430246343138e-05,3226.04620722332,3255.03834727282,0.789156104164621,2.24543338062306
"534","Exe-Col-t","edu_co",-11.8416107909164,1.37644744709649,-8.60302426794088,6.46424371885049e-16,3226.04620722332,3255.03834727282,-14.5393982138376,-9.14382336799516
"634","Exe-Col-t","p1ex",-35.648625324909,9.75310796333106,-3.65510414310369,0.000308882646640139,3226.04620722332,3255.03834727282,-54.7643656703686,-16.5328849794493
"734","Exe-Col-t","dri_gr_2",-15.3587064194023,10.1986624470039,-1.50595301091805,0.133248231791822,3226.04620722332,3255.03834727282,-35.3477175060111,4.63030466720643
"235","Exe-Col-t","score_man_year",-0.0523122432496503,0.0542426603070787,-0.964411460527563,0.335702651617969,3225.34078266707,3254.33292271657,-0.158625903877165,0.0540014173778644
"335","Exe-Col-t","sex",-7.3357470651579,10.3863380731639,-0.706288107847356,0.4806179972948,3225.34078266707,3254.33292271657,-27.6925956198163,13.0211014895005
"435","Exe-Col-t","age",1.49590989496022,0.371653758106706,4.02500946736216,7.40556415950453e-05,3225.34078266707,3254.33292271657,0.767481914352113,2.22433787556832
"535","Exe-Col-t","edu_co",-11.9285564927982,1.37170569646143,-8.69614854233682,3.41237540839737e-16,3225.34078266707,3254.33292271657,-14.617050255251,-9.24006273034535
"635","Exe-Col-t","p1ex",-35.0479937988745,9.76306427849846,-3.58985588941189,0.000392878021201147,3225.34078266707,3254.33292271657,-54.183248163481,-15.912739434268
"735","Exe-Col-t","dri_gr_2",-15.47408829856,10.1475317658803,-1.52491154061616,0.128451620832483,3225.34078266707,3254.33292271657,-35.3628850916616,4.41470849454153
"236","Com-Dig-v-t","score_dcv_year",-0.0172420995056436,0.219811632656163,-0.078440341383635,0.937536318592941,3196.41981522859,3225.35398400992,-0.448064982894672,0.413580783883385
"336","Com-Dig-v-t","sex",-6.97963892350752,9.93175059903549,-0.702760188539705,0.48281518929845,3196.41981522859,3225.35398400992,-26.4455124010512,12.4862345540362
"436","Com-Dig-v-t","age",1.21031449035852,0.371817079554089,3.25513419612145,0.00127906963145254,3196.41981522859,3225.35398400992,0.481566405595644,1.9390625751214
"536","Com-Dig-v-t","edu_co",-8.03712871028836,1.34005113616105,-5.99762836910313,6.45798196678877e-09,3196.41981522859,3225.35398400992,-10.663580674606,-5.41067674597074
"636","Com-Dig-v-t","p1ex",-52.2611149442308,9.68056921738959,-5.39855805693244,1.48036036220458e-07,3196.41981522859,3225.35398400992,-71.2346819601615,-33.2875479283001
"736","Com-Dig-v-t","dri_gr_2",7.19979313741744,10.0985707817925,0.712951693164197,0.476495954566968,3196.41981522859,3225.35398400992,-12.5930418902243,26.9926281650592
"237","Com-Dig-v-t","score_chp_year",-0.800400565886997,5.76146300158814,-0.138923146024954,0.889615214140519,3196.40632573045,3225.34049451178,-12.0926605472598,10.4918594154858
"337","Com-Dig-v-t","sex",-7.04743176455573,9.94746968297396,-0.708464764322738,0.479272443065106,3196.40632573045,3225.34049451178,-26.5441140804888,12.4492505513773
"437","Com-Dig-v-t","age",1.2095686731712,0.371785107525464,3.25340808087198,0.00128656535005104,3196.40632573045,3225.34049451178,0.480883252432942,1.93825409390947
"537","Com-Dig-v-t","edu_co",-8.03231364038438,1.33645531920166,-6.01016249849829,6.03301415078237e-09,3196.40632573045,3225.34049451178,-10.6517179329666,-5.41290934780214
"637","Com-Dig-v-t","p1ex",-52.2542286357119,9.67100203166862,-5.40318660513155,1.44631449190444e-07,3196.40632573045,3225.34049451178,-71.2090443121961,-33.2994129592277
"737","Com-Dig-v-t","dri_gr_2",7.16573036734092,10.0655092184027,0.711909374067224,0.477140145098519,3196.40632573045,3225.34049451178,-12.5623051867842,26.8937659214661
"238","Com-Dig-v-t","score_cyp_year",0.0335945557002819,0.106330175931015,0.315945642016783,0.752289682067302,3196.32371889348,3225.25788767482,-0.174808759594314,0.241997870994878
"338","Com-Dig-v-t","sex",-6.28148026880793,10.1612198795684,-0.618181708816119,0.536980556132634,3196.32371889348,3225.25788767482,-26.1971052717545,13.6341447341386
"438","Com-Dig-v-t","age",1.21595650014337,0.371777063287515,3.27066035056339,0.00121344601769149,3196.32371889348,3225.25788767482,0.487286845821773,1.94462615446497
"538","Com-Dig-v-t","edu_co",-7.95165380151095,1.35847867105081,-5.85335196713851,1.40342110150127e-08,3196.32371889348,3225.25788767482,-10.6142230705364,-5.28908453248553
"638","Com-Dig-v-t","p1ex",-52.4521447248184,9.67380756946497,-5.42207857125273,1.31508045312993e-07,3196.32371889348,3225.25788767482,-71.4124591543407,-33.4918302952962
"738","Com-Dig-v-t","dri_gr_2",7.07382907327764,10.0630808682041,0.702948646237008,0.482697922252286,3196.32371889348,3225.25788767482,-12.6494470019165,26.7971051484718
"239","Com-Dig-v-t","score_dmt_year",-0.196869970356337,0.228877303683361,-0.860155057701549,0.390472379183175,3195.66798317677,3224.6021519581,-0.645461242454361,0.251721301741688
"339","Com-Dig-v-t","sex",-8.24633134429611,10.0276950585219,-0.822355615739239,0.411605586294871,3195.66798317677,3224.6021519581,-27.9002525069493,11.4075898183571
"439","Com-Dig-v-t","age",1.20135115098017,0.371237732933584,3.23606962440721,0.00136415302098967,3195.66798317677,3224.6021519581,0.473738564728043,1.92896373723229
"539","Com-Dig-v-t","edu_co",-8.00456181072703,1.33479351455462,-5.99685398786036,6.48517658261835e-09,3195.66798317677,3224.6021519581,-10.6207090260517,-5.38841459540233
"639","Com-Dig-v-t","p1ex",-52.236406791949,9.65142640299204,-5.4122991370224,1.3814974132951e-07,3195.66798317677,3224.6021519581,-71.1528549412524,-33.3199586426457
"739","Com-Dig-v-t","dri_gr_2",7.09765778171337,10.04941011826,0.706276059807409,0.480630017622069,3195.66798317677,3224.6021519581,-12.5988241159486,26.7941396793753
"240","Com-Dig-v-t","score_lch_year",0.179284131691065,0.41866545034415,0.428227673297834,0.668829313869196,3196.23802441223,3225.17219319356,-0.641285072554711,0.999853335936842
"340","Com-Dig-v-t","sex",-6.48840055758813,9.98890239122267,-0.649560913047818,0.516532215493718,3196.23802441223,3225.17219319356,-26.0662894894706,13.0894883742943
"440","Com-Dig-v-t","age",1.21660649784485,0.371638083048938,3.27363247561646,0.00120124612561902,3196.23802441223,3225.17219319356,0.488209239785428,1.94500375590428
"540","Com-Dig-v-t","edu_co",-8.05584428831048,1.33730758534606,-6.02392776096148,5.59780058469062e-09,3196.23802441223,3225.17219319356,-10.676918991841,-5.43476958477998
"640","Com-Dig-v-t","p1ex",-52.1390944639579,9.66888028322949,-5.39246458086696,1.52637218338753e-07,3196.23802441223,3225.17219319356,-71.0897515899171,-33.1884373379987
"740","Com-Dig-v-t","dri_gr_2",7.28120386048764,10.0656618497876,0.723370600875222,0.470083099093269,3196.23802441223,3225.17219319356,-12.4471308456548,27.0095385666301
"241","Com-Dig-v-t","score_pfn_year",-0.0370951200928119,0.143835402587872,-0.257899789797227,0.796682174225689,3196.35788765752,3225.29205643885,-0.319007328866861,0.244817088681237
"341","Com-Dig-v-t","sex",-7.37056687874099,10.0526498745313,-0.733196417933003,0.464079480818642,3196.35788765752,3225.29205643885,-27.0733985820134,12.3322648245314
"441","Com-Dig-v-t","age",1.20151995752981,0.373487913200852,3.21702500954473,0.00145436364571582,3196.35788765752,3225.29205643885,0.469497098995119,1.9335428160645
"541","Com-Dig-v-t","edu_co",-8.0429824069856,1.33721517544575,-6.01472564376523,5.88519636708787e-09,3196.35788765752,3225.29205643885,-10.6638759904397,-5.42208882353152
"641","Com-Dig-v-t","p1ex",-52.2570901702902,9.66500413056422,-5.40683578241156,1.42001055405672e-07,3196.35788765752,3225.29205643885,-71.2001501766269,-33.3140301639535
"741","Com-Dig-v-t","dri_gr_2",7.28537606942896,10.0791715449601,0.722814969160024,0.470423876692921,3196.35788765752,3225.29205643885,-12.4694371526939,27.0401892915518
"242","Com-Dig-v-t","score_tfd_year",0.0244732110096658,0.107281998471507,0.228120387001979,0.819726603472055,3196.37273580038,3225.30690458171,-0.185795642183969,0.2347420642033
"342","Com-Dig-v-t","sex",-6.53270173074622,10.1083510188678,-0.646267795662473,0.518658966216337,3196.37273580038,3225.30690458171,-26.3447056708159,13.2793022093235
"442","Com-Dig-v-t","age",1.21998542166137,0.373433132762522,3.26694477438669,0.00122885947597671,3196.37273580038,3225.30690458171,0.488069930812863,1.95190091250988
"542","Com-Dig-v-t","edu_co",-7.9899332605873,1.34728125097331,-5.93041226901598,9.28700693494415e-09,3196.37273580038,3225.30690458171,-10.630555989541,-5.34931053163355
"642","Com-Dig-v-t","p1ex",-52.3515995312018,9.66561770684109,-5.41627044634184,1.3541418965721e-07,3196.37273580038,3225.30690458171,-71.295862124943,-33.4073369374607
"742","Com-Dig-v-t","dri_gr_2",7.07073704843924,10.0659617242871,0.702440287586132,0.483014282008823,3196.37273580038,3225.30690458171,-12.6581854009222,26.7996594978007
"243","Com-Dig-v-t","score_gly_year",0.0279814000180496,0.120606248764315,0.232006221109903,0.816710239301949,3196.37090148615,3225.30507026748,-0.208402503870485,0.264365303906585
"343","Com-Dig-v-t","sex",-6.40044916336768,10.2229149218618,-0.62608847009773,0.531789773602684,3196.37090148615,3225.30507026748,-26.4369942272338,13.6360959004985
"443","Com-Dig-v-t","age",1.21806437486593,0.372638843226337,3.26875310238684,0.00122133535164847,3196.37090148615,3225.30507026748,0.487705662901644,1.94842308683022
"543","Com-Dig-v-t","edu_co",-7.97900067001735,1.35365063233719,-5.89443130997615,1.12670531071368e-08,3196.37090148615,3225.30507026748,-10.6321071570481,-5.32589418298659
"643","Com-Dig-v-t","p1ex",-52.481461458918,9.69328225135218,-5.41420956266872,1.36827141994555e-07,3196.37090148615,3225.30507026748,-71.4799455635496,-33.4829773542864
"743","Com-Dig-v-t","dri_gr_2",6.91039299124514,10.1079951367024,0.683656145238272,0.494782976226706,3196.37090148615,3225.30507026748,-12.9009134325975,26.7216994150878
"244","Com-Dig-v-t","score_man_year",-0.0370765795610705,0.0545433873232993,-0.679763054342474,0.497241226584917,3195.95239003243,3224.88655881377,-0.143979654309556,0.0698264951874146
"344","Com-Dig-v-t","sex",-8.78865359179027,10.2778762199701,-0.855104051040603,0.393257335657274,3195.95239003243,3224.88655881377,-28.9329208204922,11.3556136369117
"444","Com-Dig-v-t","age",1.18239326996679,0.373689545680613,3.16410582964868,0.00173486961477823,3195.95239003243,3224.88655881377,0.449975219033658,1.91481132089993
"544","Com-Dig-v-t","edu_co",-8.15475701006628,1.34787398574452,-6.0500885812125,4.85370182506303e-09,3195.95239003243,3224.88655881377,-10.796541477824,-5.51297254230857
"644","Com-Dig-v-t","p1ex",-51.7224445784692,9.6940593170975,-5.33547844990446,2.02970866451552e-07,3195.95239003243,3224.88655881377,-70.7224517039753,-32.7224374529632
"744","Com-Dig-v-t","dri_gr_2",7.46432377645406,10.0662983489603,0.741516247352731,0.459029769227942,3195.95239003243,3224.88655881377,-12.2652584451432,27.1939059980513
"245","Com-Dig-v-6","score_dcv_year",0.00035343343859351,0.0352909123036825,0.0100148569567194,0.992016884719369,2190.38980374862,2219.32397252996,-0.0688154836581856,0.0695223505353726
"345","Com-Dig-v-6","sex",-2.01793063075168,1.59454954761595,-1.2655176716012,0.206784929784918,2190.38980374862,2219.32397252996,-5.14319031564357,1.10732905414021
"445","Com-Dig-v-6","age",0.161049610122437,0.0596954937688862,2.69785204802808,0.00742167291451947,2190.38980374862,2219.32397252996,0.044048592296085,0.278050627948789
"545","Com-Dig-v-6","edu_co",-1.03147907905483,0.215146152900309,-4.79431802590857,2.70960392388692e-06,2190.38980374862,2219.32397252996,-1.45315779015179,-0.60980036795788
"645","Com-Dig-v-6","p1ex",3.10475152011262,1.55422220003717,1.9976239691071,0.0467681524329789,2190.38980374862,2219.32397252996,0.0585319840671592,6.15097105615808
"745","Com-Dig-v-6","dri_gr_2",-2.0635000480899,1.62133264534841,-1.27271849734851,0.204220959718652,2190.38980374862,2219.32397252996,-5.24125363993183,1.11425354375203
"246","Com-Dig-v-6","score_chp_year",0.509372455816043,0.924506351953667,0.550966961708415,0.582115331955937,2190.07858942867,2219.01275821,-1.30262669749166,2.32137160912374
"346","Com-Dig-v-6","sex",-1.96576001001294,1.59620896727809,-1.23151795930893,0.219208740928559,2190.07858942867,2219.01275821,-5.09427209767787,1.162752077652
"446","Com-Dig-v-6","age",0.162190032525979,0.0596580579228441,2.71866095164781,0.0069824612063466,2190.07858942867,2219.01275821,0.0452623876096005,0.279117677442358
"546","Com-Dig-v-6","edu_co",-1.02970893648855,0.214452723442573,-4.80156614455066,2.62083996493491e-06,2190.07858942867,2219.01275821,-1.45002855082252,-0.609389322154573
"646","Com-Dig-v-6","p1ex",3.07326417651686,1.55184591232642,1.98039260992713,0.0486819636841059,2190.07858942867,2219.01275821,0.0317020788013749,6.11482627423234
"746","Com-Dig-v-6","dri_gr_2",-2.08269473494421,1.6151500418377,-1.28947446428849,0.198344916868546,2190.07858942867,2219.01275821,-5.24833064657446,1.08294117668605
"247","Com-Dig-v-6","score_cyp_year",-0.0272278018448443,0.0169931719578446,-1.60227895724171,0.110271886937012,2187.76809037224,2216.70225915357,-0.0605338068653156,0.006078203175627
"347","Com-Dig-v-6","sex",-2.57219694518621,1.6239167781214,-1.58394628335684,0.114385232377212,2187.76809037224,2216.70225915357,-5.75501534419448,0.61062145382206
"447","Com-Dig-v-6","age",0.157330832820394,0.0594156034362816,2.64797163911865,0.00857761731266491,2187.76809037224,2216.70225915357,0.0408783899655679,0.27378327567522
"547","Com-Dig-v-6","edu_co",-1.09455409569964,0.217105459067496,-5.04157795202815,8.51163728376636e-07,2187.76809037224,2216.70225915357,-1.52007297631897,-0.669035215080312
"647","Com-Dig-v-6","p1ex",3.22481162093225,1.54602091152063,2.08587839718183,0.0379354309681212,2187.76809037224,2216.70225915357,0.194666315006025,6.25495692685848
"747","Com-Dig-v-6","dri_gr_2",-2.01383313174134,1.60823267827595,-1.25220259415459,0.211587726630758,2187.76809037224,2216.70225915357,-5.16591125992259,1.13824499643992
"248","Com-Dig-v-6","score_dmt_year",-0.000208890966657449,0.0367966823337379,-0.00567689675832331,0.995474739427655,2190.38987359676,2219.32404237809,-0.072329063091345,0.0719112811580301
"348","Com-Dig-v-6","sex",-2.01959067182838,1.61215596159982,-1.25272660954232,0.211397192465885,2190.38987359676,2219.32404237809,-5.17935829402557,1.1401769503688
"448","Com-Dig-v-6","age",0.161016793818149,0.0596840171970585,2.69782098089209,0.00742234686862948,2190.38987359676,2219.32404237809,0.0440382696592448,0.277995317977053
"548","Com-Dig-v-6","edu_co",-1.03161375163543,0.214595209510809,-4.80725433707071,2.55315164984596e-06,2190.38987359676,2219.32404237809,-1.45221263353144,-0.61101486973942
"648","Com-Dig-v-6","p1ex",3.10572653634061,1.5516631212576,2.00154691684846,0.0463414584112257,2190.38987359676,2219.32404237809,0.064522702536709,6.14693037014452
"748","Com-Dig-v-6","dri_gr_2",-2.06217770349824,1.6156470991752,-1.27637879865659,0.202926601882289,2190.38987359676,2219.32404237809,-5.22878782960825,1.10443242261176
"249","Com-Dig-v-6","score_lch_year",-0.0512683986935902,0.0671662955574017,-0.76330543865971,0.445952653919446,2189.79270231931,2218.72687110065,-0.18291191896107,0.0803751215738897
"349","Com-Dig-v-6","sex",-2.15451499822802,1.60251477582254,-1.34445874118206,0.179936932824632,2189.79270231931,2218.72687110065,-5.29538624353347,0.986356247077433
"449","Com-Dig-v-6","age",0.159537302906116,0.059621717784289,2.67582533403887,0.0079135976903775,2189.79270231931,2218.72687110065,0.0426808833524989,0.276393722459734
"549","Com-Dig-v-6","edu_co",-1.02404340997693,0.214543608637095,-4.77312475762969,2.98610682706619e-06,2189.79270231931,2218.72687110065,-1.4445411560189,-0.603545663934971
"649","Com-Dig-v-6","p1ex",3.05817562444545,1.55117378393342,1.97152353664114,0.0496925214980725,2189.79270231931,2218.72687110065,0.0179308741732256,6.09842037471767
"749","Com-Dig-v-6","dri_gr_2",-2.10439702424277,1.6148292586072,-1.30316998718355,0.19363522531851,2189.79270231931,2218.72687110065,-5.26940421229441,1.06061016380886
"250","Com-Dig-v-6","score_pfn_year",0.0136430272702985,0.0230804389181912,0.591107791262387,0.554946404294367,2190.03160542462,2218.96577420595,-0.031593801756733,0.0588798562973299
"350","Com-Dig-v-6","sex",-1.86906289262177,1.61309084704189,-1.15868420929255,0.247616344769655,2190.03160542462,2218.96577420595,-5.03066285661508,1.29253707137154
"450","Com-Dig-v-6","age",0.164659524048316,0.0599314550675287,2.74746414654513,0.00641323857162708,2190.03160542462,2218.96577420595,0.047196030574879,0.282123017521753
"550","Com-Dig-v-6","edu_co",-1.02660018345357,0.214575220161802,-4.78433708551927,2.83659649664774e-06,2190.03160542462,2218.96577420595,-1.44715988694545,-0.606040479961686
"650","Com-Dig-v-6","p1ex",3.08798762251221,1.55088756638529,1.9911099227583,0.0474840196348305,2190.03160542462,2218.96577420595,0.0483038483260776,6.12767139669835
"750","Com-Dig-v-6","dri_gr_2",-2.1180227248073,1.61734662679658,-1.30956635375212,0.191464112701969,2190.03160542462,2218.96577420595,-5.28796386384594,1.05191841423135
"251","Com-Dig-v-6","score_tfd_year",-0.0135384176437441,0.0172058149938523,-0.78685128536959,0.432064176616262,2189.75533300097,2218.68950178231,-0.0472611953563539,0.0201843600688658
"351","Com-Dig-v-6","sex",-2.25736539633665,1.62117055984701,-1.39242930524823,0.164946645124162,2189.75533300097,2218.68950178231,-5.43480130643342,0.92007051376012
"451","Com-Dig-v-6","age",0.156275558768766,0.0598909554858183,2.60933487370678,0.00958160972570637,2189.75533300097,2218.68950178231,0.0388914430168708,0.273659674520662
"551","Com-Dig-v-6","edu_co",-1.05340594842671,0.216076063824345,-4.87516261534204,1.86471011582225e-06,2189.75533300097,2218.68950178231,-1.47690725144361,-0.629904645409815
"651","Com-Dig-v-6","p1ex",3.1313637576189,1.55016528806909,2.02001927260246,0.0443762848881002,2189.75533300097,2218.68950178231,0.0930956229193303,6.16963189231848
"751","Com-Dig-v-6","dri_gr_2",-2.02745766965214,1.61437219319961,-1.25587995023243,0.210253258184612,2189.75533300097,2218.68950178231,-5.1915690259663,1.13665368666203
"252","Com-Dig-v-6","score_gly_year",0.0106995045726078,0.0193541115904213,0.552828504817714,0.580841659447174,2190.07648339024,2219.01065217157,-0.0272338570973871,0.0486328662426027
"352","Com-Dig-v-6","sex",-1.80236566104427,1.64050733858524,-1.09866357720693,0.272900857945147,2190.07648339024,2219.01065217157,-5.017700961045,1.41296963895645
"452","Com-Dig-v-6","age",0.163577493874863,0.0597986740207938,2.73547025169792,0.00664496155856499,2190.07648339024,2219.01065217157,0.0463742464708558,0.280780741278869
"552","Com-Dig-v-6","edu_co",-1.01241447570172,0.217225107829156,-4.66066968878186,4.97284087951282e-06,2190.07648339024,2219.01065217157,-1.4381678635847,-0.586661087818744
"652","Com-Dig-v-6","p1ex",3.03822572818705,1.5555153094657,1.95319564500503,0.0518369654275979,2190.07648339024,2219.01065217157,-0.0105282557663902,6.0869797121405
"752","Com-Dig-v-6","dri_gr_2",-2.14742497202105,1.62206575393511,-1.32388281227899,0.186670051347135,2190.07648339024,2219.01065217157,-5.32661543028967,1.03176548624757
"253","Com-Dig-v-6","score_man_year",-0.00672255494094859,0.00875480085707279,-0.76787068611819,0.443240038368201,2189.78554519462,2218.71971397595,-0.0238816493126316,0.0104365394307345
"353","Com-Dig-v-6","sex",-2.34889091472227,1.64970978069499,-1.42382068786228,0.155661595127023,2189.78554519462,2218.71971397595,-5.58226266982791,0.884480840383379
"453","Com-Dig-v-6","age",0.155768902148698,0.0599811950697504,2.59696229739268,0.00992470185419896,2189.78554519462,2218.71971397595,0.0382079200623155,0.27332988423508
"553","Com-Dig-v-6","edu_co",-1.05439101903401,0.216348285369168,-4.87358158274671,1.87847404569772e-06,2189.78554519462,2218.71971397595,-1.47842586647457,-0.630356171593443
"653","Com-Dig-v-6","p1ex",3.21130231860377,1.55600088265119,2.06381780011088,0.0399976338572628,2189.78554519462,2218.71971397595,0.1615966286949,6.26100800851265
"753","Com-Dig-v-6","dri_gr_2",-2.00214385378354,1.61574925463755,-1.23914267516259,0.216376758907307,2189.78554519462,2218.71971397595,-5.16895420092058,1.16466649335351
"254","Ler-Ver-f","score_dcv_year",-0.00487770105171595,0.00405738147235097,-1.20217955470913,0.23028491895751,1076.2459401686,1105.71457830731,-0.012830022609064,0.00307462050563205
