"","OUT","EXPO","Estimate","Std. Error","t value","Pr(>|t|)","AIC","BIC","Lower","Upper"
"522","Com-Tra-t","edu_co",-5.19157258682335,0.647708100466809,-8.01529667929386,3.05967600086169e-14,2907.72570738958,2936.94562083173,-6.46105713623315,-3.92208803741355
"622","Com-Tra-t","p1ex",-6.11145093869667,4.67879322669541,-1.30620239933388,0.192563433063891,2907.72570738958,2936.94562083173,-15.2817171541296,3.05881527673628
"722","Com-Tra-t","dri_gr_2",3.93994971335704,4.86833272760047,0.809301650854704,0.419033772347605,2907.72570738958,2936.94562083173,-5.60180709749752,13.4817065242116
"223","Com-Tra-t","score_pfn_year",0.0269488846882338,0.0705126921636135,0.382184878513831,0.702616235207076,2908.09566003815,2937.3155734803,-0.111253452405408,0.165151221781876
"323","Com-Tra-t","sex",7.02022115281485,4.86272201516313,1.4436813642491,0.149954570592096,2908.09566003815,2937.3155734803,-2.51053886373491,16.5509811693646
"423","Com-Tra-t","age",0.547242088086576,0.179140745793011,3.05481639960843,0.00247058943112134,2908.09566003815,2937.3155734803,0.196132678168629,0.898351498004523
"523","Com-Tra-t","edu_co",-5.16289479300444,0.648118275960468,-7.96597624924768,4.23609285797469e-14,2908.09566003815,2937.3155734803,-6.43318327160915,-3.89260631439973
"623","Com-Tra-t","p1ex",-6.31995954076534,4.67719632161901,-1.3512281944534,0.177720946600426,2908.09566003815,2937.3155734803,-15.4870958797618,2.84717679823114
"723","Com-Tra-t","dri_gr_2",3.7506541657495,4.87701815414077,0.769046586911935,0.44251852862771,2908.09566003815,2937.3155734803,-5.80812576831441,13.3094340998134
"224","Com-Tra-t","score_tfd_year",-0.00560936386189839,0.052725728111492,-0.106387603600979,0.915351557008267,2908.2337608177,2937.45367425985,-0.108949892019074,0.097731164295277
"324","Com-Tra-t","sex",6.62960545256982,4.88855017428403,1.35614961823334,0.176152018255604,2908.2337608177,2937.45367425985,-2.95177682564389,16.2109877307835
"424","Com-Tra-t","age",0.538187846710707,0.179271196135286,3.0020876655755,0.00292506914779012,2908.2337608177,2937.45367425985,0.186822758820131,0.889552934601283
"524","Com-Tra-t","edu_co",-5.18156308862915,0.652909269821015,-7.93611505937049,5.15532318155128e-14,2908.2337608177,2937.45367425985,-6.46124174265068,-3.90188443460761
"624","Com-Tra-t","p1ex",-6.26917353858595,4.67790628528009,-1.3401665523555,0.181285490636449,2908.2337608177,2937.45367425985,-15.4377013807885,2.89935430361658
"724","Com-Tra-t","dri_gr_2",3.8657904787832,4.87298299954639,0.7933108896836,0.428273270255643,2908.2337608177,2937.45367425985,-5.68508069760368,13.4166616551701
"225","Com-Tra-t","score_gly_year",0.0194727271500132,0.0591658512044098,0.329121051309439,0.742312004634428,2908.13433736115,2937.3542508033,-0.0964902103252859,0.135435664625312
"325","Com-Tra-t","sex",7.10859328241705,4.94025288627074,1.43891283423411,0.1513001422572,2908.13433736115,2937.3542508033,-2.57412444919364,16.7913110140277
"425","Com-Tra-t","age",0.545541336940353,0.178940006200989,3.04873878414641,0.00251944373601783,2908.13433736115,2937.3542508033,0.194825369393041,0.896257304487664
"525","Com-Tra-t","edu_co",-5.13984922716528,0.65535440990921,-7.84285441502916,9.49258322713721e-14,2908.13433736115,2937.3542508033,-6.42432026769683,-3.85537818663373
"625","Com-Tra-t","p1ex",-6.39150796668851,4.68883523595135,-1.36313341054981,0.17394346766377,2908.13433736115,2937.3542508033,-15.5814561585955,2.79844022521851
"725","Com-Tra-t","dri_gr_2",3.69817563870603,4.89240732058426,0.755901010765471,0.450348567836364,2908.13433736115,2937.3542508033,-5.89076650733922,13.2871177847513
"226","Com-Tra-t","score_man_year",-0.0209388514030174,0.0263127315554182,-0.795768822363325,0.426845367411261,2907.59690905282,2936.81682249497,-0.0725108575865076,0.0306331547804728
"326","Com-Tra-t","sex",5.68497127888765,4.97280473300332,1.1432122482425,0.253933996358426,2907.59690905282,2936.81682249497,-4.06154689994918,15.4314894577245
"426","Com-Tra-t","age",0.525386495886423,0.179016887871789,2.9348431990545,0.00361575649561957,2907.59690905282,2936.81682249497,0.174519843033271,0.876253148739575
"526","Com-Tra-t","edu_co",-5.2453685767792,0.653414446389444,-8.02762872134738,2.82011049225923e-14,2907.59690905282,2936.81682249497,-6.52603735868069,-3.96469979487771
"626","Com-Tra-t","p1ex",-5.91984703720931,4.69354834026799,-1.26127326449807,0.208267769980276,2907.59690905282,2936.81682249497,-15.1190327438323,3.2793386694137
"726","Com-Tra-t","dri_gr_2",4.00000225775656,4.86922890643415,0.821485770050981,0.412073561339323,2907.59690905282,2936.81682249497,-5.54351103133573,13.5435155468488
"227","Exe-Col-t","score_dcv_year",0.275077200983154,0.219595911654578,1.25265174069291,0.211416327095678,3224.688187899,3253.6803279485,-0.155322877012059,0.705477278978367
